SimID, NodeID, HashPower, ElectricPower, ElectricityCost, TotalCycles
21,1,8.8582095E10,1383.9736,0.10751399,2.0045950899912704E17
21,2,8.08249E10,1387.8018,0.12974991,1.968806504612741E17
21,3,1.0163971E11,1358.4988,0.15108661,7.382673419980964E17
21,4,7.929042E10,1346.5173,0.025187954,5.851306902203105E17
21,5,8.499611E10,1374.4965,0.051052123,2.3420704266244915E17
21,6,7.730405E10,1422.8927,0.099164106,2.7173024250691584E17
21,7,8.741412E10,1346.7252,0.054011974,8.908629138228593E17
21,8,9.822959E10,1371.3367,0.04844451,6.331299949852262E17
21,9,8.440153E10,1403.3077,0.116876885,7.403334962492621E17
21,10,8.3843056E10,1372.9902,0.12562416,8.489300543286804E17
22,1,8.8582095E10,1383.9736,0.10751399,5.6825422703201485E17
22,2,8.08249E10,1387.8018,0.12974991,0.0
22,3,1.0163971E11,1358.4988,0.15108661,1.1719071623043727E18
22,4,7.929042E10,1346.5173,0.025187954,7.801329433197445E17
22,5,8.499611E10,1374.4965,0.051052123,2.793380234277683E16
22,6,7.730405E10,1422.8927,0.099164106,9.254585439729254E17
22,7,8.741412E10,1346.7252,0.054011974,2.919640364375245E17
22,8,9.822959E10,1371.3367,0.04844451,6.017760914943181E17
22,9,8.440153E10,1403.3077,0.116876885,8.674480223757435E17
22,10,8.3843056E10,1372.9902,0.12562416,8.636824076504269E17
23,1,8.8582095E10,1383.9736,0.10751399,6.520240995773972E17
23,2,8.08249E10,1387.8018,0.12974991,1.5091003280984474E17
23,3,1.0163971E11,1358.4988,0.15108661,8.07363540548952E17
23,4,7.929042E10,1346.5173,0.025187954,7.205163816331674E17
23,5,8.499611E10,1374.4965,0.051052123,2.793380234277683E16
23,6,7.730405E10,1422.8927,0.099164106,1.0803079174447104E17
23,7,8.741412E10,1346.7252,0.054011974,9.685805355460444E17
23,8,9.822959E10,1371.3367,0.04844451,6.017760914943181E17
23,9,8.440153E10,1403.3077,0.116876885,9.812822211450962E17
23,10,8.3843056E10,1372.9902,0.12562416,5.585077708415304E17
24,1,8.8582095E10,1383.9736,0.10751399,2.6628725539723674E17
24,2,8.08249E10,1387.8018,0.12974991,0.0
24,3,1.0163971E11,1358.4988,0.15108661,8.065196260478484E17
24,4,7.929042E10,1346.5173,0.025187954,8.16918225839489E17
24,5,8.499611E10,1374.4965,0.051052123,4.9271217896044954E17
24,6,7.730405E10,1422.8927,0.099164106,1.4101898251763712E17
24,7,8.741412E10,1346.7252,0.054011974,4.694917127870792E17
24,8,9.822959E10,1371.3367,0.04844451,6.017760914943181E17
24,9,8.440153E10,1403.3077,0.116876885,4.2211508730620314E17
24,10,8.3843056E10,1372.9902,0.12562416,1.0004837555434947E18
25,1,8.8582095E10,1383.9736,0.10751399,2.6125951285785395E17
25,2,8.08249E10,1387.8018,0.12974991,6.648737233149952E16
25,3,1.0163971E11,1358.4988,0.15108661,1.031077214762623E18
25,4,7.929042E10,1346.5173,0.025187954,5.941104092531917E17
25,5,8.499611E10,1374.4965,0.051052123,8.597344868185866E17
25,6,7.730405E10,1422.8927,0.099164106,7.634462541837926E17
25,7,8.741412E10,1346.7252,0.054011974,6.128346112953958E17
25,8,9.822959E10,1371.3367,0.04844451,4.0368668905642394E17
25,9,8.440153E10,1403.3077,0.116876885,3.8322049957761024E17
25,10,8.3843056E10,1372.9902,0.12562416,5.585077708415304E17
